reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A1BE5HDCYFLD9E,B004SH9BM4,Sharnisha Brazzell,"[0, 0]",It was one of my top LOVED cases. It was a hard case then on top of that it was a Hello Kitty Case. I loved it - It was just kind of hard to remove it when I first put it on my phone.,5,Amazing Buy,1386115200,"12 4, 2013","{'user_prompt': 'It was one of my top LOVED cases. It was a hard case then on top of that it was a Hello Kitty Case. I loved it - It was just kind of hard to remove it when I first put it on my phone.', 'interpreted_input': ' It was one of my top LOVED cases. It was a hard case then on top of that it was a Hello Kitty Case. I loved it - It was just kind of hard to remove it when I first put it on my phone..', 'aspects': ['cases', 'cases', 'Hello Kitty Case', 'removing it'], 'opinions': ['loved', 'loved', 'loved', 'hard'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Negative'], 'phrases': ['loved cases', 'loved cases', 'loved Hello Kitty Case', 'hard removing it']}"
A2X395YAQA4Z2T,B008ER0VI2,Stephanie,"[0, 0]","I gave them five stars because my case worksbetter than the one i paid full price for.I will be shopping with them again soon!I recommend this product to any mom, high schoolor college student. Well pretty much anyone, it does wonders!",5,I love my new Lifwproof case !,1354838400,"12 7, 2012","{'user_prompt': 'I gave them five stars because my case worksbetter than the one i paid full price for.I will be shopping with them again soon!I recommend this product to any mom, high schoolor college student. Well pretty much anyone, it does wonders!', 'interpreted_input': ' I gave them five stars because my case worksbetter than the one i paid full price for.I will be shopping with them again soon!I recommend this product to any mom, high schoolor college student. Well pretty much anyone, it does wonders!.', 'aspects': ['case works better', 'shopping with them again soon', 'product'], 'opinions': ['better', 'soon', 'great'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['better case works better', 'soon shopping with them again soon', 'great product']}"
A19FRW264WZTGP,B0046EDK30,Bunson Honeydew,"[0, 1]","I love my Bluetooth, but I find it has a lot of feedback sometimes.  Perhaps it is because it is an older model.  This is too 'dorky'  to take along on the road, but is great if you are going to work off your cell phone - e.g. bad weather doesn't allow you to make it to the office.The quality is clear and it is a conversation starter.",5,Great for working off your cell phone,1291593600,"12 6, 2010","{'user_prompt': ""I love my Bluetooth, but I find it has a lot of feedback sometimes.  Perhaps it is because it is an older model.  This is too 'dorky'  to take along on the road, but is great if you are going to work off your cell phone - e.g. bad weather doesn't allow you to make it to the office.The quality is clear and it is a conversation starter."", 'interpreted_input': "" I love my Bluetooth, but I find it has a lot of feedback sometimes.  Perhaps it is because it is an older model.  This is too 'dorky'  to take along on the road, but is great if you are going to work off your cell phone - e.g. bad weather doesn't allow you to make it to the office.The quality is clear and it is a conversation starter.."", 'aspects': ['Bluetooth', 'feedback', 'road', 'work off your cell phone', 'quality', 'conversation starter'], 'opinions': ['love', 'lot', 'older model', 'great', 'clear', 'starter'], 'sentiments': ['Positive', 'Negative', 'Negative', 'Positive', 'Positive', 'Positive'], 'phrases': ['love Bluetooth', 'lot feedback', 'older model road', 'great work off your cell phone', 'clear quality', 'starter conversation starter']}"
A1NU6IMKDNULLW,B000IEDI66,Mechelle,"[0, 0]",I ordered this to protect my phone and it did the job. I like that it is a non-slip like product and it still makes my phone look slim...,4,I like it,1388620800,"01 2, 2014","{'user_prompt': 'I ordered this to protect my phone and it did the job. I like that it is a non-slip like product and it still makes my phone look slim...', 'interpreted_input': ' I ordered this to protect my phone and it did the job. I like that it is a non-slip like product and it still makes my phone look slim....', 'aspects': ['non-slip', 'slim'], 'opinions': ['like', 'did the job'], 'sentiments': ['Positive', 'Positive'], 'phrases': ['like non-slip', 'did the job slim']}"
A36EWHJIBQEQRZ,B009SYL6C0,harajyuks,"[0, 0]","These batteries hold just as much charge as the OEM batteries I have bought, they are at a great price point, The included charger is garbage, but I bought the OEM battery charger/stand and these batteries charge in less than 3 hours to full capacity from 5%, great product, highly recommended.",5,Great little Batteries.,1378252800,"09 4, 2013",
A2VVT23YZNEOUE,B00BRN9IRA,,"[0, 0]",super easy to put on the phone doesn't come with instructions but super easy to figure out the kickstand in the back slides down and to close it you have to pull it down then slide up,5,great,1387843200,"12 24, 2013","{'user_prompt': ""super easy to put on the phone doesn't come with instructions but super easy to figure out the kickstand in the back slides down and to close it you have to pull it down then slide up"", 'interpreted_input': "" super easy to put on the phone doesn't come with instructions but super easy to figure out the kickstand in the back slides down and to close it you have to pull it down then slide up."", 'aspects': ['phone', 'instructions', 'kickstand', 'to close it'], 'opinions': ['easy', ""doesn't come with instructions"", 'slides down', 'pull it down then slide up'], 'sentiments': ['Positive', 'Neutral', 'Positive', 'Positive'], 'phrases': ['easy phone', ""doesn't come with instructions instructions"", 'slides down kickstand', 'pull it down then slide up to close it']}"
A2SNHNNHXZRMAC,B000S5Q9CA,Robert,"[0, 0]",not much to say about a car charger but it does its job when my phone died charges it pretty quickly,5,great,1354924800,"12 8, 2012","{'user_prompt': 'not much to say about a car charger but it does its job when my phone died charges it pretty quickly', 'interpreted_input': ' not much to say about a car charger but it does its job when my phone died charges it pretty quickly.', 'aspects': ['car charger', 'phone', 'charging', 'charging'], 'opinions': ['not much to say', 'died', 'pretty quickly', 'pretty quickly'], 'sentiments': ['Neutral', 'Positive', 'Positive', 'Positive'], 'phrases': ['not much to say car charger', 'died phone', 'pretty quickly charging', 'pretty quickly charging']}"
A17T6V74TFVNO8,B005P2OCDY,CGIII,"[0, 0]","Got this for my daughter and she loves them, too flashy for me; she loves them. She is asking me for more so I will have to purchase more, soo.",3,flashy,1384473600,"11 15, 2013","{'user_prompt': 'Got this for my daughter and she loves them, too flashy for me; she loves them. She is asking me for more so I will have to purchase more, soo.', 'interpreted_input': ' Got this for my daughter and she loves them, too flashy for me; she loves them. She is asking me for more so I will have to purchase more, soo..', 'aspects': ['flashy', 'more so'], 'opinions': ['love', 'love'], 'sentiments': ['Positive', 'Positive'], 'phrases': ['love flashy', 'love more so']}"
A2W88VUGI6DMEM,B006W1H2EI,"Doug ""Doug""","[0, 0]",The best iPhone case.  Very light and sturdy.  It is the best case to buy.  Phone clip works well and keeps the phone in place.,5,Great case,1370304000,"06 4, 2013","{'user_prompt': 'The best iPhone case.  Very light and sturdy.  It is the best case to buy.  Phone clip works well and keeps the phone in place.', 'interpreted_input': ' The best iPhone case.  Very light and sturdy.  It is the best case to buy.  Phone clip works well and keeps the phone in place..', 'aspects': ['iPhone case', 'light and sturdy', 'best case to buy', 'phone clip', 'keeps the phone in place'], 'opinions': ['best', 'sturdy', 'best', 'works well', 'in place'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['best iPhone case', 'sturdy light and sturdy', 'best best case to buy', 'works well phone clip', 'in place keeps the phone in place']}"
A10UHQH1YL5Q6B,B005I1WAJK,MONTYHADES,"[0, 0]","I gave this to my sister and she really loved it. if you are thinking it is cheap or anything, trust me it is good material, and also protects the phone very well...",5,awesome and cute,1353801600,"11 25, 2012","{'user_prompt': 'I gave this to my sister and she really loved it. if you are thinking it is cheap or anything, trust me it is good material, and also protects the phone very well...', 'interpreted_input': ' I gave this to my sister and she really loved it. if you are thinking it is cheap or anything, trust me it is good material, and also protects the phone very well....', 'aspects': ['phone case', 'material', 'protects the phone very well'], 'opinions': ['loved it', 'good material', 'trust me it is good'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['loved it phone case', 'good material material', 'trust me it is good protects the phone very well']}"
A1HPXKLFL2HB04,B0075YBNJ6,Michael,"[0, 0]",broke the frist day i got it. do not buy buy something else not wroth wasting your time. i dont reccomed,1,broke,1376092800,"08 10, 2013","{'user_prompt': 'broke the frist day i got it. do not buy buy something else not wroth wasting your time. i dont reccomed', 'interpreted_input': ' broke the frist day i got it. do not buy buy something else not wroth wasting your time. i dont reccomed.', 'aspects': ['frist', 'something else', 'reccomend'], 'opinions': ['broke', 'not worth', 'not reccomend'], 'sentiments': ['Negative', 'Neutral', 'Negative'], 'phrases': ['broke frist', 'not worth something else', 'not reccomend reccomend']}"
A8HGLR2KUETH,B008QI05X0,RuviRev,"[0, 0]",It's a good basic case. Fits the S4 snug and isn't bulky. Nothing fancy about it. Seems to protect the S4 well.,3,It's a good case...,1370390400,"06 5, 2013","{'user_prompt': ""It's a good basic case. Fits the S4 snug and isn't bulky. Nothing fancy about it. Seems to protect the S4 well."", 'interpreted_input': "" It's a good basic case. Fits the S4 snug and isn't bulky. Nothing fancy about it. Seems to protect the S4 well.."", 'aspects': ['S4', 'basic case', 'protect the S4', 'nothing fancy about it'], 'opinions': ['good', 'snug', 'well', 'well'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['good S4', 'snug basic case', 'well protect the S4', 'well nothing fancy about it']}"
